recipe_name,author,preparation_time,cook_time,total_time,rest_time,quantity,ingredients
Pate sablée à ma façon,Cédric,5 min,0 min,35 min,30 min,1 pâte,"['250 g de farine', '125 g de cassonade', '100 g de beurre demi-sel', '1  œuf']"
Pain aux céréales,Vero79,5 min,30 min,1 h 35,1 h,1 personne,"['250 g de farine aux céréales', ""140 ml d'eau"", '4 pincées de sel', '2 c.c. de levure fraîche']"
Brioche tressée à la mie filante,Gaëlle Dudillieu,15 min,45 min,3 h,2 h,6 personnes,"['125 g de lait demi-écrémé', '1 sachet de levure sèche de boulanger', '50 g de sucre en poudre', '1  œuf', '70 g de beurre', '270 g de farine', ""1  jaune d'œuf"", '2 c.s. de sucre perlé']"
Galette de sarrasin,Magimix,5 min,15 min,1 h 20,1 h,6 personnes,"['10 ml de bière', '250 g de farine de sarrasin', '1 pincée de sel', '1 pincée de poivre', '40 g de beurre fondu', ""240 ml d'eau"", '250 ml de lait', '2  œufs']"
Pain au miel et flocons d'avoine,Pauline JOUSSEAUME,20 min,30 min,2 h 50,2 h,1 pain,"[""175 ml d'eau"", '3 c.c. de sel', '30 g de miel', '210 g de farine T55', '40 g de farine de seigle T170', '1 sachet de levure de boulanger', '25 g de flocons d’avoine']"
Pains briochés farcis,Magimix,10 min,30 min,1 h 55,1 h 15,6 pains,"['250 g de farine', '13 g levure fraîche de boulanger', '70 g de beurre mou', '125 ml de lait', '2 c.c. de cassonade', '150 g de steak haché', '150 g de chair à saucisse', '1 c.s. de chapelure', '2  œufs', '0.5 c.c. de noix de muscade', '1 pincée de sel', '1 pincée de poivre']"
Pain aux céréales,Magimix,10 min,35 min,2 h 45,2 h,1 pain,"['400 g de farine multicéréales', '0.5 sachet de levure sèche de boulanger', '1 c.c. de sel fin', '1 c.s. de mélange multigrains', ""240 ml d'eau""]"
Pain multigrains,Magimix,15 min,20 min,1 h 20,45 min,1 pain,"['250 g de farine T55', '250 g de farine pour pain aux graines', '1 sachet de levure sèche de boulanger', '2 c.c. de sel', '4 c.s. de mélange de graines', ""300 ml d'eau"", ""1  jaune d'œuf battu"", '2 c.c. de sucre en poudre']"
Délice de pain d'épices,Magimix,15 min,1 h,1 h 15,0 min,8 personnes,"['150 ml de lait', '50 g de beurre', '125 g de miel', '80 g de sucre', '250 g de farine', '1 sachet de levure', '1  œuf', ""6 c.c. de confiture d'abricots"", ""1 zeste d'orange"", '1 c.s. de pastis', '1 c.c. de cannelle', ""1 c.c. d'extrait de vanille""]"
Pâte feuilletée escargot,Lili Cube,1 min,30 min,1 h 31,1 h,6 personnes,"['150 g de beurre doux congelé en morceaux', '150 g de farine', ""75 g d'eau glacée"", '2 pincées de sel']"
Pâte à choux sans gluten,Aurélie Kalt,15 min,45 min,1 h,0 min,4 personnes,"['75 g de farine de riz', '1 pincée de sel', '95 g de beurre', ""200 ml d'eau"", '3  gros œufs', '2 c.c. de sucre', '40 g de fécule de maïs (Maïzena®)']"
Pain de mie sans gluten,Shinreih,15 min,30 min,1 h 45,1 h,1 pain,"['1 sachet levure sèche de boulanger sans gluten', '275 ml de lait', '35 g de beurre', '25 g de sucre en poudre', '400 g de farine sans gluten']"
Pâte feuilletée rapide,Lili Cube,3 min,0 min,1 h 3,1 h,6 personnes,"[""150 g de beurre congelé au moins 24h à l'avance"", '150 g de farine', ""75 g d'eau"", '2 pincées de sel']"
Brioche au mascarpone,Lili Cube,4 min,25 min,2 h 14,1 h 45,1 pain,"['340 g de farine', '1  sachet de levure de boulanger', '50 g de sucre', '1 pincée de sel', '150 g de mascarpone', '60 ml de lait', '1  œuf', ""1  jaune d'œuf"", '2 c.s. de sucre en grains']"
Pain marguerite,Emilie,5 min,20 min,1 h 55,1 h 30,1 pain,"[""360 ml d'eau"", '500 g de farine T65', '22 g de levure fraîche de boulanger', '8 g de sel']"
Brioche de Mamie de Vermenton,Françoise RUDELLE,2 min,35 min,2 h 7,1 h 30,6 personnes,"['250 g de farine T45', '125 g de beurre doux fondu tiède', '2  œufs', '1 c.s. de lait à température ambiante', '2 c.c. de levure fraîche de boulanger', '1 c.s. de sucre', '0.5 c.c. de sel fin', ""1  jaune d'œuf""]"
Pâte brisée sucrée,Magimix,5 min,0 min,35 min,30 min,1 pâte,"['250 g de farine', '1 pincée de sel', '125 g de beurre mou', ""80 ml d'eau froide"", '100 g de sucre en poudre']"
Fougasse aux anchois,Magimix,15 min,15 min,2 h,1 h 30,1 pain,"['250 g de farine T55', '0.5 sachet de levure sèche de boulanger', '1 c.c. de sel', ""50 ml d'huile d'olive"", ""150 ml d'eau froide"", ""2 c.c. d'huile d'olive"", ""150 g d'anchoïade""]"
Petits pains au jambon italien,Magimix,10 min,20 min,2 h,1 h 30,6 pains,"['250 g de farine T65', '1 sachet de levure sèche de boulanger', '4 pincées de sel', ""180 ml d'eau"", '80 g de jambon italien', '50 g de tomates séchées', ""1 c.c. d'herbes de Provence""]"
Gressins maison,Magimix,5 min,12 min,1 h 17,1 h,6 personnes,"['280 g de farine T55', '1  sachet de levure de boulanger', '4 pincées de sel', '1 c.s. de graines de sésame', ""1 c.s. d'huile d'olive"", ""150 ml d'eau froide"", '1 c.c. de piment doux en poudre']"
Pâte à fougasse,Magimix,5 min,0 min,1 h 35,1 h 30,1 pain,"['250 g de farine T55', '0.5 sachet de levure sèche de boulanger', '1 c.c. de sel', ""50 ml d'huile d'olive"", ""150 ml d'eau froide""]"
Fond de tarte express,Magimix,5 min,0 min,5 min,0 min,6 personnes,"['120 g de beurre fondu', '200 g de Petit Beurre®']"
Pâte à cake sucrée,Magimix,5 min,0 min,5 min,0 min,8 personnes,"['250 g de farine', '1 sachet de levure chimique', '0.5 c.c. de sel fin', '100 g de beurre', '125 g yaourt nature', '2  œufs', '120 g de cassonade', '1 sachet de sucre vanillé']"
Crumble parmesan-noisettes,Magimix,5 min,30 min,35 min,0 min,6 personnes,"['1 pincée de muscade', '40 g de parmesan râpé', '50 g de noisettes', '25 g de beurre demi-sel']"
Pâte à crumble salé,Magimix,5 min,0 min,5 min,0 min,6 personnes,"['50 g de chapelure', '80 g de farine', '2  gousses d’ail', '10 feuilles de basilic', '120 g de beurre']"
Wraps,Magimix,10 min,10 min,50 min,30 min,8 pièces,"['400 g de farine de blé', '1 c.c. de sel', ""2 c.c. d'huile d'olive"", ""150 ml d'eau tiède""]"
Panure aux corn flakes,Magimix,5 min,0 min,5 min,0 min,4 personnes,"['50 g de chapelure', '30 g de farine', '2 c.c. de paprika en poudre', '1  œuf', '50 g de corn flakes']"
Pâte à pizza,Magimix,5 min,15 min,1 h 20,1 h,1 pizza,"['200 g de farine', '0.5 sachet de levure sèche de boulanger', ""1 c.c. d'origan séché"", '5 g de sel', ""2 c.s. d'huile d'olive"", ""100 ml d'eau""]"
Pâte à blinis,Magimix,5 min,0 min,1 h 5,1 h,4 personnes,"['170 g de farine', '1 sachet de levure chimique', '1 pincée de sel', '250 g yaourts brassés', '2  œufs']"
Pâte à choux salée,Magimix,5 min,25 min,30 min,0 min,4 personnes,"['200 g de farine', '1 pincée de sel', '1 pincée de poivre', '100 g de beurre', ""200 ml d'eau"", '4  œufs']"
Pâte à cake salée,Magimix,5 min,0 min,5 min,0 min,6 personnes,"['150 g de farine', '1 sachet de levure chimique', '1 pincée de sel', '1 pincée de poivre', ""100 ml d'huile d'olive"", '120 ml de lait chaud', '3  œufs']"
Scones aux raisins,Magimix,10 min,12 min,22 min,0 min,15 pièces,"['350 g de farine de blé', '1 sachet de levure chimique', '1 pincée de sel', '70 g de raisins secs', '60 g de beurre mou', '210 ml de lait', '30 g de sucre en poudre', '1  œuf battu']"
Pâte feuilletée,Magimix,20 min,0 min,3 h 20,3 h,1 pâte,"['250 g de farine T45', '1 pincée de sel', '200 g de beurre froid', ""130 ml d'eau"", '50 g de beurre mou']"
Pâte sablée,Magimix,5 min,0 min,35 min,30 min,1 pâte,"['250 g de farine', '125 g de beurre', '1  œuf', '100 g de sucre en poudre']"
Pâte brisée,Magimix,5 min,0 min,35 min,30 min,1 pâte,"['250 g de farine', '1 pincée de sel', '125 g de beurre mou', ""80 ml d'eau froide""]"
Kouglof,Magimix,15 min,50 min,3 h 35,2 h 30,8 personnes,"['3 c.s. de kirsch', '300 g de farine T55', '15 g de levure fraîche de boulanger', '1 pincée de sel', '100 g de raisins secs', ""50 g d'amandes émondées"", '80 g de beurre mou', '1 noix de beurre', '160 ml de lait froid', '1  œuf', '100 g de sucre en poudre', '1 c.s. de sucre glace (facultatif)']"
Fougasse aux olives,Magimix,15 min,15 min,2 h,1 h 30,1 pain,"['250 g de farine T55', '0.5 sachet de levure sèche de boulanger', '1 c.c. de sel', ""50 ml d'huile d'olive"", ""150 ml d'eau froide"", ""100 g d'olives noires"", ""2 c.c. d'huile d'olive"", '1 c.s. de fleur de sel', '1 bouquet de thym frais']"
Petits pains chorizo - olives,Magimix,10 min,20 min,2 h,1 h 30,6 pains,"['250 g de farine T65', '1 c.c. de levure fraîche de boulanger', '4 pincées de sel', ""180 ml d'eau"", '80 g de chorizo', ""40 g d'olives noires"", ""1 c.c. d'herbes de Provence""]"
"Galettes au blé, miel et rocamadour",Magimix,10 min,5 min,45 min,30 min,8 personnes,"[""600 ml d'eau"", '260 g farine de blé noir', '1 pincée de fleur de sel', '1  œuf', '2 c.s. de miel', '2  échalotes', '2  cébettes (cives)', '30 g fromage à tartiner', '280 g de fromage de chèvre', '150 g de noix', '150 g de mâche', '1 c.s. de vinaigre balsamique']"
Céleri rémoulade,Magimix,20 min,0 min,20 min,0 min,6 personnes,"['1  céleri-rave', '1 c.s. de moutarde', ""250 ml d'huile de colza"", ""1  jaune d'œuf"", '1 c.s. de vinaigre blanc', '1 pincée de sel', '1 pincée de poivre', '0.5 bouquet de persil', '3  cornichons', '2 c.s. de jus de citron jaune']"
Tian de légumes,Magimix,0 min,52 min,52 min,0 min,8 personnes,"['2  courgettes', '2  aubergines', ""50 ml d'huile d'olive"", '5  tomates', '2  oignons', ""2  gousses d'ail"", '1 pincée de sel', '1 pincée de poivre', ""0.5 c.c. d'herbes de Provence"", '12 feuilles de basilic']"
Petits pois à la française,Magimix,0 min,35 min,35 min,0 min,8 personnes,"['500 g de petits pois', '50 g de beurre', '3  oignons nouveaux', '100 g de lardons du fumés', '2  de sucrine', '100 ml de bouillon de volaille', ""1  gousse d'ail"", '1 brin de thym', '1 c.c. de sucre', '1 pincée de sel', '1 pincée de poivre']"
Couscous de chou-fleur aux légumes,Magimix,20 min,13 min,38 min,5 min,4 personnes,"['1  chou-fleur', '2  carottes', '3  courgettes', '160 g de petits pois surgelés', '0.5 bouquet de menthe hachée', '50 g de yaourt à la grecque', '1 pincée de sel', ""1 c.c. de piment d'Espelette""]"
Curry de patate douce Cocotte - LIVE,Magimix,10 min,40 min,50 min,0 min,6 personnes,"['3  patates douces', '3  oignons nouveaux', ""2 c.s. d'huile de coco"", '3 cm de gingembre frais', ""3  gousses d'ail"", '1 c.c. de curcuma', '2 c.s. de curry', '1 c.s. de tandoori', ""1 pincée de piment d'Espelette"", '0.5 c.c. de poivre noir moulu', '0.5 c.c. de sel', '500 g de crème de coco', '300 g de tomates pelées concassées', '0.5  citron vert', '10 brins de coriandre', '1 poignée de noix de cajou']"
Aubergines Miso,Magimix,55 min,35 min,1 h 30,0 min,4 personnes,"['25 g de noix ou noix de pécan', '15 g de cassonade', '15 g gingembre frais râpé', ""15 g d'huile de sésame"", '30 g de sauce soja', '15 ml de mirin', '15 ml de vinaigre de riz', '35 g de miso blanc', '3  aubergines', '3  cébettes', '1 bouquet de ciboulette', '1 poignée de graines de sésames toréfiées']"
Aubergines à la parmigiana,Magimix,20 min,1 h 10,1 h 30,0 min,6 personnes,"['5  aubergines violettes', '200 g de mozzarella', '200 g de parmesan', '10 g de farine T55', ""4 c.s. d'huile d'arachide"", '1  oignon', ""4 c.s. d'huile d'olive vierge extra"", '1.5 L de sauce tomate', '1 bouquet de basilic frais', '2 pincées de sel']"
Pommes de terre à la canarienne,Hugo Dupont,5 min,25 min,30 min,0 min,4 personnes,"['500 g de petites pommes de terre', '150 g de gros sel', '4  tomates mûres pelées', ""70 ml d'huile d'olive"", '2 c.c. de vinaigre de pomme', '2  de petits piments', '2 c.c. de cumin', ""2  petites gousses d'ail"", '1 pincée de sel']"
Crumble aux marrons et au butternut,Magimix,20 min,30 min,1 h 50,1 h,4 personnes,"['60 g de parmesan râpé', ""60 g de poudre d'amandes"", '60 g de farine', '60 g de beurre froid', '1  courge butternut', '200 g de châtaignes cuites', '1 pincée de sel', '1 pincée de poivre', '1 poignée de noix de cajou nature', ""2 c.s. d'huile d'olive""]"
Couscous de légumes et pois chiches,Magimix,10 min,30 min,40 min,0 min,4 personnes,"['200 g de semoule', '15 g de raisins secs', ""1 c.s. d'huile d'olive"", '1  oignon', '1 c.s. de ras el-hanout', ""20 ml d'huile d'olive"", '2 c.c. de cumin', '1  cube de bouillon de légumes', '1  carotte', '1 pincée de sel', '1 pincée de poivre', '0.5  courgette', '200 g de potiron', '200 g de pois chiches cuits']"
Œufs pochés sur haricots verts,Magimix,15 min,30 min,45 min,0 min,4 personnes,"[""50 ml d'huile d'olive"", '1 c.c. de paprika doux', ""1  gousse d'ail"", ""400 g d'haricots verts"", '4  œufs', '1 pincée de sel', '1 pincée de poivre']"
Crumble de citrouille au chèvre,Magimix,15 min,45 min,1 h,0 min,4 personnes,"['70 g de beurre', '70 g de parmesan', '70 g de farine t80', '900 g de courge butternut', '300 g de pommes de terre', '1 pincée de sel', '1 pincée de poivre', '150 g de fromage de chèvre frais']"
"Tarte tatin aubergine, tomate séchée",Magimix,20 min,30 min,1 h 50,1 h,4 personnes,"['1  oignon', '0.5  courgette', '1  aubergine', '30 g de sucre', '8  tomates séchées', '50 g de pignons de pin', ""1 c.s. d'huile d'olive"", '1 c.s. de thym', '1 c.s. de romarin', '1  pâte feuilletée']"
Fajitas aux légumes,Magimix,20 min,20 min,40 min,0 min,4 personnes,"['1  courgette', '2  carottes', '1  poivron rouge', '1  oignon rouge', ""3 c.s. d'huile d'olive"", ""0.5 c.c. de piment d'Espelette"", '4  tortillas de blé']"
Boulettes lentilles corail et coco,Magimix,10 min,30 min,40 min,0 min,4 personnes,"['200 g de lentilles corail', '1  cube de bouillon de légumes', '150 g de semoule de blé pour polenta', '60 g de noix de coco râpée', '1 c.c. de cumin', ""1 c.s. d'huile de tournesol"", '400 ml de crème de coco', '1  citron jaune', '1 c.c. de curry', '1 bouquet de coriandre ciselé']"
Purée de pois cassés,Magimix,15 min,1 h,1 h 15,0 min,4 personnes,"['1.5  oignon', '225 g de carottes', ""1 c.s. d'huile d'olive"", '375 g de pois cassés', '1  cube de bouillon de volaille']"
Purée de panais,Magimix,15 min,35 min,50 min,0 min,4 personnes,"['400 g de panais', '250 g de pommes de terre', '1  pomme', '2 c.s. de crème de soja', '1 pincée de noix de muscade']"
Poivrons farcis,Magimix,15 min,40 min,55 min,0 min,4 personnes,"['1  oignon', ""1  gousse d'ail"", '1  tomate', '1  courgette', '1  aubergine', '200 g de bœuf haché', '200 g de chair à saucisse', '40 g de pignons de pin', '40 g de raisins secs', '1 c.s. de thym', '4  poivrons', '4 c.c. de riz']"
Gratin de patates douces,Magimix,15 min,55 min,1 h 10,0 min,4 personnes,"['800 g de patates douces', '300 g de pommes de terre', '1 pincée de sel', '1 pincée de poivre', '1 pincée de noix de muscade', '200 ml de crème fraîche liquide', '50 g de gruyère râpé']"
Carottes à la crème,Magimix,10 min,40 min,50 min,0 min,4 personnes,"['800 g de carottes', '1  oignon', ""1  gousse d'ail"", '30 g de beurre', '1  cube de bouillon de volaille', ""200 ml d'eau"", ""1.5 c.c. d'herbes de Provence"", '2 feuilles de laurier', '1 pincée de sel', '1 pincée de poivre', '90 ml de crème fraîche liquide']"
Croque-monsieur végétarien,Magimix,15 min,45 min,1 h,0 min,4 personnes,"[""320 g d'asperges vertes"", '30 g de beurre', '250 ml de boisson de soja', '25 g de farine', '1 c.s. de fécule de maïs (Maïzena®)', '1 c.c. de noix de muscade', '4 tranches de pain de mie', '3  cœurs', '1  tomate', '50 g de gruyère râpé', '1 c.s. de graines de sésame', '4 brins de persil plat']"
Purée de brocoli,Magimix,15 min,35 min,50 min,0 min,4 personnes,"['1.5  brocoli', '2 c.s. de crème de soja', '0.5 c.c. de curry']"
Compotée chou rouge et châtaignes,Magimix,20 min,55 min,1 h 15,0 min,1 bol,"['1  pomme', '0.5  chou rouge', '1  oignon rouge', '1 bouquet de persil', ""1 c.s. d'huile d'olive"", ""1 c.c. de sirop d'agave"", '30 ml de vin rouge', '1  cube de bouillon de volaille', '1 c.c. de vinaigre', '1 branche de romarin', '300 g de châtaignes cuites']"
Aubergines farcies,Magimix,20 min,50 min,1 h 10,0 min,4 personnes,"['2  aubergines', '1  citron jaune', '260 g de bœuf haché', ""1  gousse d'ail"", '2  échalotes grises', '1 bouquet de persil', '0.5 c.s. de sauce Worcestershire', ""1 c.s. d'huile d'olive"", '1 pincée de sel', '1 pincée de poivre']"
Gratin de pommes de terre au chèvre,Magimix,15 min,45 min,1 h,0 min,4 personnes,"['800 g de pommes de terre', '80 g de beurre', '250 g de fromage de chèvre frais', ""3 c.c. d'herbes de Provence"", '1 pincée de sel', '1 pincée de poivre']"
Lentilles du Berry,Magimix,5 min,45 min,50 min,0 min,4 personnes,"['1  oignon', ""1 c.s. d'huile d'olive"", '2  carotte(s)', '250 g de lentilles vertes du Berry', '1  bouquet garni', '1 pincée de sel', '1 pincée de poivre', ""650 ml d'eau""]"
Feuilleté aux champignons de Paris,Magimix,25 min,55 min,1 h 20,0 min,4 personnes,"['500 g de champignons de Paris', '30 g de beurre', '30 g de farine', '250 ml de lait', '50 g de gruyère râpé', '2  pâtes feuilletées', ""1  jaune d'œuf""]"
Purée de pois cassés,Magimix,15 min,1 h,1 h 15,0 min,4 personnes,"['1 c.s. d’huile d’olive', '500 ml d’eau', '1  carotte', '1  oignon', '250 g de pois cassés', '1  cube de bouillon de légumes']"
Purée de courge butternut au curry,Brigitte,10 min,30 min,40 min,0 min,4 personnes,"['2 kg de courge butternut', '1  oignon', '1  cube de bouillon de volaille', '2 c.c. de curry']"
Galettes de légumes racines,Magimix,15 min,10 min,25 min,0 min,4 personnes,"['450 g de pommes de terre', '50 g de farine', '1 pincée de sel', '1 pincée de poivre', '3 c.s. d’huile de tournesol', '1  carotte', '1  gros oignon', '150 g de panais', '1  œuf']"
Spaghettis de carottes au potiron,Magimix,20 min,20 min,40 min,0 min,4 personnes,"['1  gousse d’ail', '1 pincée de sel', '1 pincée de poivre', '100 g de ricotta émiettée', '800 g de carottes', '1  échalote', '8 tranches de jambon cru', '250 g de potiron (surgelé ou frais)', '150 ml de crème liquide', ""1 c.s. d'huile d'olive"", '1 c.c. de noix de muscade']"
Spaghettis de patate douce,Magimix,15 min,15 min,30 min,0 min,4 personnes,"['450 g de patate douce', '175 ml de vin blanc sec', ""1  gousse d'ail"", '1 c.s. de moutarde de Dijon', '1 poignée de persil plat', '1 pincée de sel', '1 pincée de poivre du moulin', '2 c.s. de beurre', ""1 c.s. d'huile d’olive"", '4 c.s. de crème fraîche', '450 g de champignons de Paris']"
Roestis - la recette traditionelle Suisse,Magimix,15 min,30 min,45 min,0 min,6 personnes,"['1 kg de pommes de terre', '1 pincée de poivre', '1 pincée de muscade', '1 pincée de sel', '30 g de beurre', ""50 ml d'huile de colza"", '100 g d’oignons']"
