recipe_name,tag,image_url,recipe_url,page,author,preparation_time,cook_time,total_time,rest_time,quantity,ingredients
Béchamel,SAUCES,https://assets.magimix.com/files/rec_8849/2533446242_sauce_bechamel_4564.jpg,https://www.magimix.fr/recettes/bechamel_c,33,Magimix,5,9,14,0,1 bol,"['15 g de fécule de pommes de terre', '50 g de farine', '1 pincée de sel', '1 pincée de poivre', '50 g de beurre tempéré', '500 ml de lait tempéré', '1 pincée de noix de muscade']"
Sauce hollandaise plus légère,SAUCES,https://assets.magimix.com/files/rec_6920/2114804409r_sauce_hollandaise_4385.jpg,https://www.magimix.fr/recettes/sauce-hollandaise-plus-legere_c,33,Magimix,5,10,15,0,1 bol,"['20 ml de jus de citron', '1 pincée de sel', '1 pincée de poivre blanc', '150 g de beurre mou', ""3 c.s. d'eau"", ""3  jaunes d'œufs""]"
Minestrone,SOUPES,https://assets.magimix.com/files/rec_45146/minestron.jpg,https://www.magimix.fr/recettes/minestrone_c2,33,Magimix,0,1,1,0,6 personnes,"[""150 g d'haricots blancs frais écossés"", '1  carotte', '1  courgette', '300 g de pomme de terre', '50 g de pulpe de tomate', '100 g de petits pois', '100 g de haricots verts', ""2  gousses d'ail"", '1 brin de thym', '1 feuille de laurier', '150 g de pâtes cuites', '1.5 L de bouillon de volaille', '15 feuilles de basilic', '50 g de parmesan', '1 pincée de sel', '1 pincée de poivre']"
Soupe harira,SOUPES,https://assets.magimix.com/files/rec_50908/harira.jpg,https://www.magimix.fr/recettes/soupe-harira_c,33,Magimix,10,1,1,0,4 personnes,"['250 g de bœuf', ""1 c.c. d'huile d'olive"", '250 g de pois chiches cuits', '100 g de lentilles vertes', '1  oignon', '1 bouquet de coriandre', '3  grosses tomates', '45 g de concentré de tomate', '1 c.c. de cannelle', '1 c.c. de gingembre', '0.5 c.s. de ral el-hanout', '1 c.c. de paprika', '1  de bouillon de volaille', '1 pincée de sel', '1 pincée de poivre', ""500 ml d'eau""]"
Soupe à l'oignon,SOUPES,https://assets.magimix.com/files/rec_28073/soupeoignon_desgages.jpg,https://www.magimix.fr/recettes/soupe-loignoncocotte_c,33,Magimix,20,1,1,0,6 personnes,"[""800 g d'oignons"", '2  cubes de bouillon de volaille', ""1.5 L d'eau"", '25 g de beurre', '1 c.s. de farine', '1 pincée de sel', '1 pincée de poivre', '6 tranches de pain de campagne', '150 g de gruyère râpé']"
Fond de légumes,SOUPES,https://assets.magimix.com/files/rec_17206/bouillon-196 (2).jpg,https://www.magimix.fr/recettes/fond-legumes-it_c,33,Magimix,5,2,26,24,10 personnes,"['100 g de carottes', ""1.5 L d'eau"", '150 g de céleri branche', ""140 g d'oignon"", '1  échalote', '1  courgette', '1  tomate', '2 feuilles de basilic', '1 branche de persil', '1 feuille de laurier', '1  clou de girofle', '400 g de gros sel']"
Pâtes et haricots,SOUPES,https://assets.magimix.com/files/rec_46953/pasta et fagioli-223 (2).jpg,https://www.magimix.fr/recettes/ptes-et-haricots_c,33,Magimix,10,1,1,0,8 personnes,"['1  carotte', '1 branche de céleri branche', '3  échalotes', ""1 c.s. d'huile d'olive"", ""900 g d'haricots coco surgelés"", ""1.4 L d'eau"", '200 g de pâtes types Ditaloni rigati', '1 pincée de poivre', '1 pincée de sel']"
Riz et calamar en bouillon,SOUPES,https://assets.magimix.com/files/rec_46077/ARROZ CALDOSO DE CALAMAR.jpg,https://www.magimix.fr/recettes/riz-calamar-bouillon_c,33,Magimix,10,30,40,0,6 personnes,"['300 g de palourdes', '120 g de crevettes', '1  calamar', '800 ml de fumet de poisson', '150 g de pulpe de tomate', '1 c.s. de concentré de tomate', ""2  gousses d'ail"", '80 g de poivron rouge', '80 g de poivron vert', ""60 g d'huile d'olive"", '275 g de riz rond espagnol', '2 c.s. de persil haché', '1 pincée de safran']"
Mijoté de pois chiches,SOUPES,https://assets.magimix.com/files/rec_79518/1e.jpg,https://www.magimix.fr/recettes/mijote-pois-chiche_c,33,Magimix,10,30,40,0,4 personnes,"['300 g de pois chiches cuits', '30 g de chorizo doux à cuire (facultatif)', '1  carotte', ""1 poignée de feuilles d'épinards frais"", '1  oignon', ""1  gousse d'ail"", '1 feuille de laurier', '2 c.s. de sauce tomate', ""2 c.s. d'huile d'olive"", '2 c.c. de paprika', ""500 ml d'eau""]"
Velouté panais et topinambour,SOUPES,https://assets.magimix.com/files/rec_16783/veloutétopinambourpanaisnoisettenoel.jpg,https://www.magimix.fr/recettes/velout-panais-et-topinambour_c,33,Magimix,5,25,30,0,6 personnes,"['1 poignée de noisettes', '300 g de panais', '300 g de topinambours', '1  oignon', ""1 c.s. d'huile d'olive"", '500 ml de bouillon de volaille', '500 ml de lait', '1 pincée de sel', '1 pincée de poivre']"
Velouté de champignons,SOUPES,https://assets.magimix.com/files/rec_43114/veloutechampignon.jpg,https://www.magimix.fr/recettes/velout-de-champignons_c,33,Magimix,5,20,25,0,4 personnes,"['1  oignon', ""1 c.s. d'huile d'olive"", '500 g de champignons de Paris', '1  cube de bouillon de légumes', ""300 ml d'eau"", '350 ml de lait', '1 pincée de sel', '1 pincée de poivre', '1 poignée de noisettes']"
Gaspacho de légumes,SOUPES,https://assets.magimix.com/files/rec_97182/gaspacho_avatar.jpg,https://www.magimix.fr/recettes/gaspacho-de-lgumes_c,33,Magimix,25,0,3,3,10 personnes,"['1.7 kg de tomates', '450 g de concombres', '1  poivron rouge', '1  poivron vert', '3  oignons nouveaux', ""1  gousse d'ail"", ""150 ml d'huile d'olive"", '6 c.s. de vinaigre de Xérès', '150 g de pain de mie', ""0.5 c.c. de piment d'Espelette"", '1 pincée de sel', '1 pincée de poivre']"
"Velouté pommes de terre, épinards",SOUPES,https://assets.magimix.com/files/rec_10106/TOME_VAPEUR_XXL_BAT_DEF_Page_26.jpg,https://www.magimix.fr/recettes/veloute-pommes-de-terre_-epinards_c,33,Magimix,10,30,40,0,4 personnes,"['4  œufs', '100 ml de crème liquide', '1 pincée de sel', '1 pincée de poivre', '50 g de fromage frais', '1  oignon', '80 g de poireaux', '40 g de céleri branche', '100 g de potiron', '400 g de pommes de terre', '1  cube de bouillon de légumes', ""700 ml d'eau"", ""140 g de pousses d'épinards""]"
Velouté de fruits de mer,SOUPES,https://assets.magimix.com/files/rec_20343/TOME_VAPEUR_XXL_BAT_DEF_Page_19.jpg,https://www.magimix.fr/recettes/veloute-de-fruits-de-mer_c,33,Magimix,15,40,55,0,4 personnes,"[""30 ml d'huile d'olive"", '1 pincée de sel', '300 g de crevettes', '500 g de moules', '40 ml de cognac', ""750 ml d'eau"", '50 ml de crème fraîche', '300 g de merlu', '200 g de lotte', ""50 ml d'huile d'olive"", '150 g de poireaux', ""1  gousse d'ail"", ""100 g d'oignons"", '200 g de purée de tomate', '1 pincée de poivre', '1 L de bouillon de volaille']"
Soupe glacée carotte et ananas,SOUPES,https://assets.magimix.com/files/rec_82949/TOME4_KIDS_BAT_Page_24.jpg,https://www.magimix.fr/recettes/soupe-glacee-carotte-et-ananas_c,33,Magimix,10,35,1,1,4 personnes,"['450 g de carottes', '0.5 c.c. de cumin', '1 pincée de sel', '1 pincée de poivre', ""200 ml de jus d'ananas"", ""400 ml d'eau""]"
Soupe de courgettes au Kiri®,SOUPES,https://assets.magimix.com/files/rec_84653/TOME4_KIDS_BAT_Page_23.jpg,https://www.magimix.fr/recettes/soupe-de-courgettes-au-kiri_c,33,Magimix,15,30,45,0,4 personnes,"['2  courgette(s)', '300 g de pommes de terre', '1  cube de bouillon de volaille', '80 g de fromage à tartiner (kiri)', ""700 ml d'eau""]"
Soupe de tomates et pâtes alphabet,SOUPES,https://assets.magimix.com/files/rec_88012/TOME4_KIDS_BAT_Page_22.jpg,https://www.magimix.fr/recettes/soupe-de-tomates-et-pates-alphabet_c,33,Magimix,5,25,30,0,4 personnes,"['1  oignon', ""2 c.s. d'huile d'olive"", '240 g de tomates entières pelées au jus', '1  bouillon de volaille', ""500 ml d'eau"", '1 pincée de sel', '1 pincée de poivre', '100 g de pâtes alphabet']"
Velouté petits pois et mozzarella,SOUPES,https://assets.magimix.com/files/rec_41828/TOME4_KIDS_BAT_Page_09.jpg,https://www.magimix.fr/recettes/veloute-petits-pois-et-mozzarella_c,33,Magimix,10,30,40,0,6 personnes,"['1  oignon', ""1 c.s. d'huile d'olive"", '800 g de petits pois surgelés', '1  cube de bouillon de volaille', ""700 ml d'eau"", '1 pincée de sel', '1 pincée de poivre', '2 boules de mozzarella', '100 g de jambon']"
Velouté courgettes et petits pois,SOUPES,https://assets.magimix.com/files/rec_43012/TOME4_KIDS_BAT_Page_08.jpg,https://www.magimix.fr/recettes/veloute-courgettes-et-petits-pois_c,33,Magimix,10,30,40,0,4 personnes,"['1  oignon', ""1 c.s. d'huile d'olive"", '1.5  courgette', '350 g de petits pois surgelés', '1  bouillon de volaille', ""700 ml d'eau"", '15 feuilles de menthe', '2 c.s. de crème fraîche', '1 pincée de sel', '1 pincée de poivre']"
Soupe paysanne corse,SOUPES,https://assets.magimix.com/files/rec_54588/TOME_3_BAT_Page_34.jpg,https://www.magimix.fr/recettes/soupe-paysanne-corse_c,33,Magimix,10,1,14,12,4 personnes,"[""100 g d'haricots blancs secs"", '2  tomates', '1  courgette', '300 g de pommes de terre', '100 g de céleri branche', '2  oignons', ""1  gousse d'ail"", '1  cube de bouillon de légumes', ""600 ml d'eau"", '2 brins de thym', '1 pincée de sel', '1 pincée de poivre', '50 g de linguini', '6 tranches de lonzu']"
Soupe ayurvédique détox,SOUPES,https://assets.magimix.com/files/rec_48016/TOME2_VEGETARIENNE_26072018_DEF_DEF_BF_Page_41.jpg,https://www.magimix.fr/recettes/soupe-ayurvedique-detox_c,33,Magimix,15,33,48,0,4 personnes,"['1  oignon', ""1  gousse d'ail"", ""1 c.s. d'huile d'olive"", '800 g de courge', '20 g de curcuma frais', '30 g de gingembre frais', '1  cube de bouillon de légumes', ""750 ml d'eau"", '1 c.c. de cumin', '1 c.s. de tahin', '1  citron jaune', '100 ml de crème de coco', '5 feuilles de coriandre fraîche', ""150 g d'haricots mungo germés""]"
Minestrone de crozets aux légumes,SOUPES,https://assets.magimix.com/files/rec_44173/TOME1_SAINE_EQUILIBRE_BAT_NV_EDITION_Page_33.jpg,https://www.magimix.fr/recettes/minestrone-de-crozets-aux-legumes_c,33,Magimix,15,20,35,0,6 personnes,"['2  carottes', '1  courgette', '1  poireau', '1  oignon', ""2  gousses d'ail"", ""2 c.s. d'huile d'olive"", ""1.25 L d'eau"", ""125 g d'haricots blancs surgelés"", '125 g de petits pois surgelés', '125 g de crozets de Savoie', '2  cubes de bouillon de volaille', '1  bouquet garni']"
Soupe de poissons,SOUPES,https://assets.magimix.com/files/rec_36784/TOME1_SAINE_EQUILIBRE_BAT_NV_EDITION_Page_32.jpg,https://www.magimix.fr/recettes/soupe-de-poissons_c,33,Magimix,15,30,45,0,6 personnes,"['8  oignons', '2  carottes', '1  poireau', '1  bulbe de fenouil', ""1  gousse d'ail"", '1  bouillon de volaille', '400 g de tomates entières pelées', '70 g de concentré de tomates', ""1 c.c. d'herbes de Provence"", '1 c.c. de fumet de poisson en poudre', '1 pincée de safran', ""2 c.s. d'huile d'olive"", ""750 ml d'eau"", '125 g de dorade', '125 g de cabillaud', '125 g de lieu noir']"
"Soupe de chou kale, fenouil et poire",SOUPES,https://assets.magimix.com/files/rec_34455/TOME1_SAINE_EQUILIBRE_BAT_NV_EDITION_Page_29.jpg,https://www.magimix.fr/recettes/soupe-de-chou-kale_-fenouil-et-poire_c,33,Magimix,15,30,45,0,4 personnes,"['1  oignon', ""1 c.s. d'huile d'olive"", '1  bulbe de fenouil', '125 g de chou kale', ""500 ml d'eau"", '1 brin de thym', '1 c.c. de curcuma', '1  poire', '2 brins de persil']"
Soupe orange,SOUPES,https://assets.magimix.com/files/rec_46548/TOME1_SAINE_EQUILIBRE_BAT_NV_EDITION_Page_27.jpg,https://www.magimix.fr/recettes/soupe-orange_c,33,Magimix,15,30,45,0,4 personnes,"['1  oignon', ""1 c.s. d'huile d'olive"", '600 g de carottes', '250 g de patate douce', '3  oranges', '1 c.c. de gingembre', '1 c.c. de curcuma', '120 ml de lait de coco', ""500 ml d'eau"", '1 c.s. de noisettes']"
Velouté de radis noir,SOUPES,https://assets.magimix.com/files/rec_97397/1959418148TOME1_SAINE_EQUILIBRE_BAT_NV_EDITION_Page_26.jpg,https://www.magimix.fr/recettes/veloute-de-radis-noir_c,33,Magimix,15,30,45,0,4 personnes,"['500 g de radis noir', '250 g de pommes de terre', '1  oignon', ""1  gousse d'ail"", ""1 c.s. d'huile d'olive"", '1  bouillon de volaille', ""750 ml d'eau"", '40 g de fromage à tartiner (kiri)', '1 c.s. de crème de soja', '1 pincée de noix de muscade', '30 g de graines de moutarde germées', '1 c.s. de graines de chia']"
Velouté de cresson et de chou kale,SOUPES,https://assets.magimix.com/files/rec_77800/TOME1_SAINE_EQUILIBRE_BAT_NV_EDITION_Page_25.jpg,https://www.magimix.fr/recettes/veloute-de-cresson-et-de-chou-kale_c,33,Magimix,15,30,45,0,4 personnes,"['250 g de pommes de terre', '250 g de cresson', '125 g de chou kale', '2  échalotes', ""1  gousse d'ail"", ""1 c.s. d'huile d'olive"", '50 g de parmesan', ""2 c.s. d'amandes effilées"", ""80 ml de lait d'amandes"", ""500 ml d'eau""]"
Gaspacho tomates anciennes et céleri,SOUPES,https://assets.magimix.com/files/rec_35597/TOME1_SAINE_EQUILIBRE_BAT_NV_EDITION_Page_23.jpg,https://www.magimix.fr/recettes/gaspacho-tomates-anciennes-et-celeri_c,33,Magimix,15,0,2,2,8 personnes,"['1.2 kg de tomates anciennes mélangées', '0.5  poivron rouge', '0.5  concombre', '1 branche de céleri branche', '1  oignon', ""1  gousse d'ail"", ""2 c.s. d'huile d'olive"", '2 c.s. de vinaigre balsamique', '10 feuilles de menthe', ""1 pincée de piment d'Espelette""]"
Soupe froide à l'avocat,SOUPES,https://assets.magimix.com/files/rec_97555/soupe_avocat.jpg,https://www.magimix.fr/recettes/soupe-froide-a-l_avocat_c,33,Magimix,10,0,10,0,4 personnes,"['4  avocats bien mûrs', '1  concombre', '1  oignon', ""1  gousse d'ail"", '1  citron jaune', '6  glaçons', ""40 c.s. d'amandes effilées grillées"", '1 c.s. de graines germées', '1 pincée de sel', '1 pincée de poivre']"
Potage Saint-Germain,SOUPES,https://assets.magimix.com/files/rec_42855/Pages_de_TOME_3_BAT.jpg,https://www.magimix.fr/recettes/potage-saint-germain_c,33,Magimix,10,30,40,0,6 personnes,"['1  oignon', ""1 c.s. d'huile d'olive"", '100 g de pommes de terre', '1  cœur de laitue', ""1 L d'eau"", '750 g de petits pois frais écossés', '1  cube de bouillon de légumes', '1 bouquet de cerfeuil', '1 pincée de sel', '1 pincée de poivre']"
Soupe au pistou,SOUPES,https://assets.magimix.com/files/rec_39310/TOME3_CUISINE_DU_TERROIR_50_52_68_74_84_88_98_108_112_120_130_136_Page_03.jpg,https://www.magimix.fr/recettes/soupe-au-pistou_c,33,Magimix,20,55,1,0,6 personnes,"['1 bouquet de basilic', ""7  gousses d'ail"", '1  tomate mûre', ""3 c.s. d'olives"", '1 pincée de sel', ""50 g d'emmental"", ""600 g d'haricots coco blancs écossés"", ""500 g d'haricots plats écossés en gros tronçons"", '2  carottes', '2  pommes de terre', '2  courgettes', '1  tomate', '1  oignon', ""1  gousse d'ail"", ""750 ml d'eau"", '250 g de petites pâtes', '2 c.s. de parmesan râpé', ""1 c.s. d'huile d'olive""]"
Minestra alla contadina,SOUPES,https://assets.magimix.com/files/rec_69123/avatar_Minestraallacontadina.jpg,https://www.magimix.fr/recettes/minestra-alla-contadina_c,33,Marcel Mattiussi,10,50,1,0,4 personnes,"['250 g de pain rassis sans croûte', '1  gros oignon rouge', ""3  gousses d'ail"", '400 g de tomate pelées', ""2 c.s. d'huile d'olive"", '1  cube de bouillon de légumes', ""0.7 L d'eau"", '1 c.s. de basilic', '1 c.s. de parmesan râpé']"
Velouté de lentilles corail,SOUPES,https://assets.magimix.com/files/rec_48469/TOME2_VEGETARIENNE_Page_079.jpg,https://www.magimix.fr/recettes/veloute-de-lentilles-corail_c,33,Magimix,10,25,35,0,6 personnes,"['1  gousse d’ail', '1 c.c. de curry', '1 pincée de poivre', '1 c.c. de curcuma', '1 poignée de feuilles de coriandre fraîche', '1 pincée de sel', '1 c.s. d’huile d’olive', '200 ml de lait de coco', '1 L d’eau', '1  carotte', '1  oignon', '150 g de lentilles corail']"
Crème de patate douce au gingembre,SOUPES,https://assets.magimix.com/files/rec_58923/avatar_avatar Crème de patate douce au gingembre.jpg,https://www.magimix.fr/recettes/creme-de-patate-douce-au-gingembre_i,33,Philippe Machet,10,30,40,0,4 personnes,"['500 g de patates douces', '1  gros oignon', '20 g de gingembre', ""1 c.s. d'huile d'olive"", '15 ml de fond de volaille', '1 c.s. de crème épaisse', ""750 ml d'eau""]"
Gaspacho (Extra Press XL),SOUPES,https://assets.magimix.com/files/rec_87853/fr_gaspacho.jpg,https://www.magimix.fr/recettes/gaspacho-_extra-press-xl_,33,Magimix,10,0,10,0,4 personnes,"['600 g de tomates mûres', '0.25  concombre', '0.25  poivron rouge', ""0.5  gousse d'ail"", ""2 c.s. d'huile d'olive"", '1 pincée de sel', '1 pincée de poivre']"
Velouté de poivrons au curry,SOUPES,https://assets.magimix.com/files/rec_43762/avatar_IMG20180123190009.jpg,https://www.magimix.fr/recettes/veloute-de-poivrons-au-curry_i,33,Niñaestamuyloca,15,15,30,0,2 personnes,"['2  poivrons jaunes', '1  oignon', '1  petite tomate', ""12 g de purée d'amande blanche"", '0.5  cube de bouillon de légumes', '0.5 c.c. de curry en poudre', '5 brins de coriandre', ""0.5 L d'eau"", ""1 c.s. d'huile d'olive""]"
Velouté desucrine du Berry,SOUPES,https://assets.magimix.com/files/rec_16448/carole.jpg,https://www.magimix.fr/recettes/veloute-de-sucrine-du-berry_i,33,Krole-03,15,37,52,0,6 personnes,"['2 kg de courge sucrine du Berry', '1  gros oignon', '1  cube de bouillon (légumes ou volaille)', ""2 c.s. d'huile d'olive"", '25 g de beurre', '200 ml de crème fraîche', '1 pincée de sel', '1 pincée de poivre']"
Velouté Butternut & Châtaignes,SOUPES,https://assets.magimix.com/files/rec_18071/delici0souly_healthy_Velout_Butternut_HD.jpg,https://www.magimix.fr/recettes/veloute-butternut-_-chataignes,33,Magimix,15,30,45,0,6 personnes,"['1 c.c. de paprika fumé', '1 pincée de sel', '1 pincée de poivre', '100 g de parmesan', '200 g de châtaignes cuites', ""1 poignée d'amandes fumées"", ""800 ml d'eau"", '1  oignon', '1 kg de butternut', '1  cube de bouillon de légumes', ""250 ml de crème d'avoine""]"
Bouillon de poisson,SOUPES,https://assets.magimix.com/files/rec_13457/fr_Bouillon_de_poulet_04_retenu.jpeg.jpg,https://www.magimix.fr/recettes/bouillon-de-poisson_c,33,Magimix,10,30,40,0,6 personnes,"['150 g de crevettes', '3 brins de persil', '1 pincée de sel', ""25 ml d'huile d'olive"", ""1 L d'eau"", '1  poireau', '1  arête de lotte']"
Bouillon de poulet,SOUPES,https://assets.magimix.com/files/rec_88205/bouillon_avatar.jpg,https://www.magimix.fr/recettes/bouillon-de-poulet_c,33,Magimix,10,50,1,0,6 personnes,"['1 pincée de sel', ""2 L d'eau"", '1  carotte', '1  petit navet', '1  petit oignon', '1 branche de céleri branche', '1  petit panais', '1 poignée de pois chiche', '2  ailes de poulet', '1  os de jambon (optionnel)', '1  cuisse de poulet']"
Soupe de boulettes aux lardons,SOUPES,https://assets.magimix.com/files/rec_92720/SOUPE_BOULETTES_238RET.jpg,https://www.magimix.fr/recettes/soupe-de-boulettes-aux-lardons_c,33,Magimix,20,1,2,0,6 personnes,"['5  petits pains rassis', '4 c.s. de chapelure', '1 pincée de noix de muscade', '1 pincée de sel', '1 pincée de poivre', '20 g de beurre', '250 ml de lait', '2  œufs', '120 g de lardons', ""1.5 L d'eau"", '2  carottes', '1 branche de céleri branche', '2  oignons', '2  clous de girofle', '1 feuille de laurier', '1 pincée de sel', '1 pincée de poivre', '2 c.s. de ciboulette']"
Soupe aux lentilles et pruneaux,SOUPES,https://assets.magimix.com/files/rec_96929/SOUPE_LENTILLES_047RET.jpg,https://www.magimix.fr/recettes/soupe-aux-lentilles-et-pruneaux_c,33,Magimix,15,40,55,0,4 personnes,"['50 ml de jus de pommes', '250 g de pommes de terre', '3 c.s. de vinaigre de vin rouge', '5 feuilles de coriandre (facultatif)', '1 pincée de sel', '1 pincée de poivre', '8  pruneaux', ""20 ml d'huile de colza"", '100 g de carottes', ""100 g d'oignons"", '100 g de poireau', '100 g de céleri-rave', '1 c.s. de concentré de tomates', '200 g de lentilles (blondes)', '1 L de bouillon', '50 g de lardons', '4  saucisses de Montbéliard']"
